Net Sales,Other Income,Total Income,Expenditure,Cost of Materials Consumed,Finance Costs,Other Expenses,Employee benefit expense,Depreciation and amortisation expense,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Current tax,Deferred tax,Minority Interest,Share of Profit & Loss of Asso,Net Profit after Mino Inter & Share of P & L,Any Other,Income Attributable to Consolidated Group,EPS after Extraordinary items (in Rs),Exceptional Item,Profit after Interest but before Exceptional Items,Net Profit Loss for the period from continuing operations,Profit (loss) from discontinuing operations before tax,Tax expense of discontinuing operations,Net profit (loss) from discontinuing operation after tax,Other Comprehensive Income Net of Taxes,Any Other Comprehensive Item,Total Comprehensive Income for the Period,Total Amount of items that will not be reclassified to profit and loss,Income tax relating to items that will not be reclassified to profit or loss,Total Amount of items that will be reclassified to profit and loss,Income tax relating to items that will be reclassified to profit or loss,Net movement in regulatory deferral account balances,Share of profit(loss) of associates and joint ventures,Basic EPS for continuing operation,Diluted EPS for continuing operation,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,"Cost of Land, Plots, Constructed Properties and Others",Employee benefits expenses,Depreciation and amortisation expenses,Tax Expenses,Revenue from Operations,Diluted for discontinued operation,Basic for discontinued operation,"Cost of Land, Plots, Constructed Properties",Others,Reserves,"Profit or Loss, Attributable to Owners of Parent",Prior Period Items,Employee Benefit Expenses,Equity Capital,"Total Profit or Loss, Attributable to Non-Controlling Interests",Extraordinary Item,Prior Period Adjustments,Interest,Extraordinary Items,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests,"Depreciation, Amortisation & Impairment",EPS before Extraordinary items (in Rs),"Profit from Operations before Other Income, Interest and Exceptional Items",Diluted EPS after Extraordinary items,Comprehensive Income for the Period Attributable to Owners of Parent,Cost of Investment In Sub,Basic EPS after Extraordinary items,Sales & Other Receipts,"Cost of Land, Development Rights, Constructed Properities & Others",Profit before Interest and Exceptional Items,Face Value (in Rs),Diluted EPS before Extraordinary items,Basic EPS before Extraordinary items,Pending at the beginning of the quarter,Cost of Revenues,Debt Equity Ratio,Other Expenditure,Percentage of Public Shareholding,Deferred Tax,Disposed of during the quarter,Debt Service Coverage Ratio,Debt Earning Per Share (EPS),Paid up Debt Capital,Received during the quarter,Depreciation,Provision for Tax including Fringe Benefit Tax,Debt Face Value,Debenture Redemption Reserve,Remaining unresolved at the end of the quarter,Number of Public Shareholding,Staff Cost,Investor Complaints,Cost of Land Plots & Constructed Properties,Interest Service Coverage Ratio
"15,073.50","1,503.20","16,576.70","-17,527.00",,"-4,975.40","-1,749.20",-785.50,,-950.30,259.70,-690.60,"1,724.40",,,0.00,0.00,"1,724.40",0.00,"1,724.40",,0.00,-950.30,-690.60,0.00,0.00,0.00,126.20,0.00,"1,850.60",0.00,0.00,0.00,0.00,0.00,"2,415.00",,,0.97,0.79,Notes,2018-06-25,"-9,452.90",,-564.00,259.70,"15,073.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,073.50","1,503.20","16,576.70","-17,527.00",,"-4,975.40","-1,749.20",-785.50,,-950.30,259.70,-690.60,"1,724.40",,,0.00,0.00,"1,724.40",0.00,"1,724.40",,0.00,-950.30,-690.60,0.00,0.00,0.00,126.20,0.00,"1,850.60",0.00,0.00,0.00,0.00,0.00,"2,415.00",,,0.97,0.79,Notes,2018-06-26,"-9,452.90",,-564.00,259.70,"15,073.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,073.50","1,503.20","16,576.70","-17,527.00",,"-4,975.40","-1,749.20",-785.50,,-950.30,259.70,-690.60,"1,724.40",,,0.00,0.00,"1,724.40",0.00,"1,724.40",,0.00,-950.30,-690.60,0.00,0.00,0.00,126.20,0.00,"1,850.60",0.00,0.00,0.00,0.00,0.00,"2,415.00",,,0.97,0.79,Notes,2018-06-27,"-9,452.90",,-564.00,259.70,"15,073.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,073.50","1,503.20","16,576.70","-17,527.00",,"-4,975.40","-1,749.20",-785.50,,-950.30,259.70,-690.60,"1,724.40",,,0.00,0.00,"1,724.40",0.00,"1,724.40",,0.00,-950.30,-690.60,0.00,0.00,0.00,126.20,0.00,"1,850.60",0.00,0.00,0.00,0.00,0.00,"2,415.00",,,0.97,0.79,Notes,2018-06-28,"-9,452.90",,-564.00,259.70,"15,073.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,073.50","1,503.20","16,576.70","-17,527.00",,"-4,975.40","-1,749.20",-785.50,,-950.30,259.70,-690.60,"1,724.40",,,0.00,0.00,"1,724.40",0.00,"1,724.40",,0.00,-950.30,-690.60,0.00,0.00,0.00,126.20,0.00,"1,850.60",0.00,0.00,0.00,0.00,0.00,"2,415.00",,,0.97,0.79,Notes,2018-06-29,"-9,452.90",,-564.00,259.70,"15,073.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15,073.50","1,503.20","16,576.70","-17,527.00",,"-4,975.40","-1,749.20",-785.50,,-950.30,259.70,-690.60,"1,724.40",,,0.00,0.00,"1,724.40",0.00,"1,724.40",,0.00,-950.30,-690.60,0.00,0.00,0.00,126.20,0.00,"1,850.60",0.00,0.00,0.00,0.00,0.00,"2,415.00",,,0.97,0.79,Notes,2018-06-30,"-9,452.90",,-564.00,259.70,"15,073.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-01,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-02,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-03,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-04,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-05,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-06,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-07,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-08,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-09,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-10,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-11,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-12,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-13,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-14,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-15,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-16,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-17,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-18,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-19,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-20,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-21,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-22,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-23,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-24,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-25,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-26,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-27,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-28,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-29,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-30,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-07-31,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-08-01,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-08-02,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-08-03,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-08-04,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-08-05,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-08-06,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-08-07,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-08-08,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-08-09,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21,390.30","1,658.70","23,049.00","-20,313.90",,"-4,963.80","-2,062.10",-813.00,,"2,735.10","-1,393.10","1,342.00","3,732.10",,,0.00,0.00,"3,732.10",0.00,"3,732.10",,0.00,"2,735.10","1,342.00",0.00,0.00,0.00,10.90,0.00,"3,743.00",0.00,0.00,0.00,0.00,0.00,"2,390.10",,,2.10,1.70,Notes,2018-08-10,"-11,921.90",,-553.10,"-1,393.10","21,390.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
